Request id,Pickup point,Drop point,Request timestamp,Start timestamp,Drop timestamp,Trip Cost,Extra Tip,Driver id,Trip Status,Ride Type,Payment Method,Weather
6159,Cubbon Park,Bangalore Palace,2021-07-14 8:38:38,2021-07-14 8:42:43,2021-07-14 9:08:38,192.78,0,16,Trip Completed,UberGo,UPI,Rainy
6160,UB City,Electronic City,2021-07-14 8:39:44,2021-07-14 8:40:24,2021-07-14 10:25:44,818.91,25,42,Trip Completed,UberX,Cash,Rainy
6161,HSR Layout,Church Street,2021-07-14 8:39:54,2021-07-14 8:51:51,2021-07-14 9:36:54,149,0,24,Trip Completed,UberXL,Cash,Cloudy
6162,Electronic City,Bangalore City Railway Station,2021-07-14 8:40:30,,,0,0,,No Cars Available,UberGo,,Cloudy
6163,Orion Mall,ISKCON Temple,2021-07-14 8:41:51,2021-07-14 8:55:45,2021-07-14 9:02:51,145.8,0,41,Trip Completed,UberGo,UPI,Rainy
6164,Lalbagh Botanical Garden,ISKCON Temple,2021-07-14 8:42:11,2021-07-14 8:43:08,2021-07-14 9:47:11,147.88,0,43,Trip Completed,UberGo,Cash,Clear
6165,Church Street,HSR Layout,2021-07-14 8:42:46,2021-07-14 8:54:57,2021-07-14 9:46:46,141.63,0,2,Trip Completed,UberXL,Cash,Cloudy
6166,Lalbagh Botanical Garden,Indiranagar,2021-07-14 8:42:46,2021-07-14 8:53:09,2021-07-14 9:44:46,360.86,0,21,Trip Completed,UberX,Cash,Rainy
6167,HSR Layout,Church Street,2021-07-14 8:43:07,2021-07-14 8:54:52,2021-07-14 9:40:07,149,0,44,Trip Completed,UberGo,Card,Cloudy
6168,Lalbagh Botanical Garden,Electronic City,2021-07-14 8:43:46,2021-07-14 8:49:39,2021-07-14 10:42:46,225.13,25,13,Trip Completed,UberXL,Cash,Cloudy
6169,Electronic City,Cubbon Park,2021-07-14 8:44:24,,,0,0,33,Trip Cancelled,UberX,,Cloudy
6170,Phoenix Marketcity,HSR Layout,2021-07-14 8:44:58,2021-07-14 8:53:46,2021-07-14 9:27:58,215.5,25,18,Trip Completed,UberXL,UPI,Cloudy
6171,Whitefield,KR Puram Railway Station,2021-07-14 8:45:13,2021-07-14 8:46:46,2021-07-14 9:02:13,163.5,25,37,Trip Completed,UberX,Card,Cloudy
6172,Majestic Bus Station,Embassy Tech Village,2021-07-14 8:46:09,2021-07-14 8:53:20,2021-07-14 9:55:09,273.38,25,44,Trip Completed,UberXL,UPI,Clear
6173,Embassy Tech Village,KR Puram Railway Station,2021-07-14 8:46:16,2021-07-14 8:51:09,2021-07-14 9:46:16,239.75,25,24,Trip Completed,UberX,UPI,Clear
6174,KR Puram Railway Station,Kempegowda International Airport (KIAL),2021-07-14 8:46:30,2021-07-14 9:01:27,2021-07-14 9:58:30,429.25,40,32,Trip Completed,UberGo,Card,Clear
6175,Bangalore Palace,KR Puram Railway Station,2021-07-14 8:46:34,,,0,0,64,Trip Cancelled,UberX,,Rainy
6176,Cubbon Park,Orion Mall,2021-07-14 8:47:12,2021-07-14 8:48:48,2021-07-14 9:41:12,127.38,0,38,Trip Completed,UberXL,Card,Clear
6177,Manyata Tech Park,HSR Layout,2021-07-14 8:48:43,2021-07-14 8:58:36,2021-07-14 10:14:43,339.88,40,2,Trip Completed,UberXL,Cash,Clear
6178,Kormangala Police Station,Whitefield,2021-07-14 8:49:48,,,0,0,45,Trip Cancelled,UberX,,Rainy
6179,Electronic City,Phoenix Marketcity,2021-07-14 8:50:51,2021-07-14 9:03:42,2021-07-14 9:30:51,369.25,0,20,Trip Completed,UberGo,UPI,Clear
6180,MG Road,Indiranagar,2021-07-14 8:51:05,,,0,0,,No Cars Available,UberGo,,Cloudy
6181,Orion Mall,ISKCON Temple,2021-07-14 8:52:53,2021-07-14 9:05:01,2021-07-14 9:59:53,45,0,40,Trip Completed,UberX,UPI,Clear
6182,ISKCON Temple,Ejipura,2021-07-14 8:53:30,2021-07-14 9:07:51,2021-07-14 9:12:30,243.38,25,6,Trip Completed,UberX,UPI,Clear
6183,Kormangala Police Station,Cubbon Park,2021-07-14 8:53:51,2021-07-14 8:55:37,2021-07-14 10:26:51,128.38,0,32,Trip Completed,UberXL,Cash,Clear
6184,UB City,Phoenix Marketcity,2021-07-14 8:53:59,2021-07-14 8:57:44,2021-07-14 9:29:59,175.75,25,5,Trip Completed,UberGo,UPI,Cloudy
6185,ISKCON Temple,Majestic Bus Station,2021-07-14 8:55:30,2021-07-14 9:00:48,2021-07-14 10:22:30,97.88,25,13,Trip Completed,UberX,Card,Cloudy
6186,Embassy Tech Village,Manyata Tech Park,2021-07-14 8:56:21,2021-07-14 9:06:44,2021-07-14 10:53:21,274,25,50,Trip Completed,UberGo,UPI,Cloudy
6187,HSR Layout,Cubbon Park,2021-07-14 8:57:14,2021-07-14 9:10:43,2021-07-14 10:03:14,175.25,25,4,Trip Completed,UberX,UPI,Cloudy
6188,Phoenix Marketcity,Kempegowda International Airport (KIAL),2021-07-14 8:58:03,2021-07-14 9:11:23,2021-07-14 10:09:03,1694.93,100,2,Trip Completed,UberX,Cash,Rainy
6189,Embassy Tech Village,MG Road,2021-07-14 8:59:00,,,0,0,,No Cars Available,UberGo,,Cloudy
6190,Ejipura,Koramangala Boho Street,2021-07-14 8:59:45,2021-07-14 9:01:50,2021-07-14 9:35:45,45,0,17,Trip Completed,UberX,UPI,Cloudy
6191,Majestic Bus Station,Indiranagar,2021-07-14 9:00:12,2021-07-14 9:01:08,2021-07-14 10:56:12,143.38,0,7,Trip Completed,UberX,Cash,Cloudy
6192,UB City,Koramangala Boho Street,2021-07-14 9:00:23,2021-07-14 9:01:14,2021-07-14 10:25:23,99.5,25,28,Trip Completed,UberXL,UPI,Cloudy
6193,Majestic Bus Station,Lalbagh Botanical Garden,2021-07-14 9:01:27,2021-07-14 9:11:52,2021-07-14 10:48:27,302.54,25,6,Trip Completed,UberX,Card,Rainy
6194,Indiranagar,KR Puram Railway Station,2021-07-14 9:01:49,,,0,0,85,Trip Cancelled,UberX,,Clear
6195,Whitefield,Church Street,2021-07-14 9:01:54,2021-07-14 9:06:51,2021-07-14 10:13:54,239.75,25,2,Trip Completed,UberX,UPI,Clear
6196,Cubbon Park,Brigade Road,2021-07-14 9:02:24,2021-07-14 9:13:35,2021-07-14 10:02:24,58.75,0,39,Trip Completed,UberXL,Cash,Cloudy
6197,Embassy Tech Village,Indiranagar,2021-07-14 9:04:43,2021-07-14 9:08:06,2021-07-14 10:19:43,210,25,44,Trip Completed,UberGo,UPI,Cloudy
6198,Ejipura,Cubbon Park,2021-07-14 9:05:45,,,0,0,88,Trip Cancelled,UberXL,,Cloudy
6199,Whitefield,Kormangala Police Station,2021-07-14 9:05:56,2021-07-14 9:17:06,2021-07-14 10:29:56,240.13,25,63,Trip Completed,UberXL,Card,Clear
6200,Bangalore City Railway Station,Kormangala Police Station,2021-07-14 9:06:02,2021-07-14 9:15:41,2021-07-14 10:06:02,144.75,0,84,Trip Completed,UberGo,UPI,Clear
6201,Bangalore Palace,KR Puram Railway Station,2021-07-14 9:06:46,2021-07-14 9:20:19,2021-07-14 9:47:46,215.75,25,73,Trip Completed,UberXL,Card,Cloudy
6202,Brigade Road,Lalbagh Botanical Garden,2021-07-14 9:07:30,2021-07-14 9:20:16,2021-07-14 9:59:30,71.5,25,65,Trip Completed,UberGo,Card,Clear
6203,UB City,Church Street,2021-07-14 9:07:46,2021-07-14 9:21:14,2021-07-14 10:01:46,145.8,0,29,Trip Completed,UberXL,UPI,Rainy
6204,Electronic City,UB City,2021-07-14 9:08:30,2021-07-14 9:21:23,2021-07-14 9:41:30,259.5,25,25,Trip Completed,UberGo,Cash,Cloudy
6205,BTM Layout,Church Street,2021-07-14 9:09:21,2021-07-14 9:17:22,2021-07-14 11:01:21,122.75,0,2,Trip Completed,UberX,Card,Cloudy
6206,MG Road,Majestic Bus Station,2021-07-14 9:09:33,2021-07-14 9:23:24,2021-07-14 10:29:33,256.37,25,3,Trip Completed,UberXL,Card,Rainy
6207,Kempegowda International Airport (KIAL),Lalbagh Botanical Garden,2021-07-14 9:09:42,2021-07-14 9:12:06,2021-07-14 9:41:42,1539.81,100,15,Trip Completed,UberXL,UPI,Rainy
6208,Embassy Tech Village,Bangalore City Railway Station,2021-07-14 9:09:57,2021-07-14 9:10:14,2021-07-14 10:58:57,256.25,25,37,Trip Completed,UberXL,UPI,Clear
6209,UB City,Bangalore City Railway Station,2021-07-14 9:10:51,2021-07-14 9:25:35,2021-07-14 10:29:51,259.2,25,40,Trip Completed,UberXL,UPI,Rainy
6210,Koramangala Boho Street,KR Puram Railway Station,2021-07-14 9:11:02,2021-07-14 9:24:41,2021-07-14 10:43:02,233.63,25,23,Trip Completed,UberX,UPI,Cloudy
6211,KR Puram Railway Station,Kempegowda International Airport (KIAL),2021-07-14 9:11:13,2021-07-14 9:19:43,2021-07-14 9:30:13,429.25,40,45,Trip Completed,UberXL,UPI,Clear
6212,HSR Layout,Ejipura,2021-07-14 9:15:30,2021-07-14 9:30:07,2021-07-14 10:45:30,280.26,25,7,Trip Completed,UberX,UPI,Rainy
6213,Lalbagh Botanical Garden,BTM Layout,2021-07-14 9:15:54,2021-07-14 9:29:21,2021-07-14 9:56:54,97.75,25,18,Trip Completed,UberX,Cash,Clear
6214,HSR Layout,Embassy Tech Village,2021-07-14 9:16:06,2021-07-14 9:20:21,2021-07-14 10:59:06,126.88,0,17,Trip Completed,UberX,Card,Clear
6215,Orion Mall,Brigade Road,2021-07-14 9:16:24,,,0,0,,Trip Cancelled,UberX,,Clear
6216,HSR Layout,Orion Mall,2021-07-14 9:18:42,2021-07-14 9:32:34,2021-07-14 10:59:42,254.5,25,44,Trip Completed,UberGo,Cash,Clear
6217,MG Road,Kempegowda International Airport (KIAL),2021-07-14 9:22:12,2021-07-14 9:26:08,2021-07-14 10:28:12,1460.43,100,11,Trip Completed,UberGo,UPI,Rainy
6218,Embassy Tech Village,KR Puram Railway Station,2021-07-14 9:22:47,2021-07-14 9:34:50,2021-07-14 10:05:47,239.75,25,21,Trip Completed,UberXL,Card,Cloudy
6219,MG Road,HSR Layout,2021-07-14 9:23:01,,,0,0,72,Trip Cancelled,UberGo,,Cloudy
6220,Lalbagh Botanical Garden,ISKCON Temple,2021-07-14 9:23:37,2021-07-14 9:35:41,2021-07-14 10:30:37,479.12,25,11,Trip Completed,UberGo,UPI,Rainy
6221,Whitefield,Kempegowda International Airport (KIAL),2021-07-14 9:26:12,,,0,0,,No Cars Available,UberXL,,Cloudy
6222,Cubbon Park,UB City,2021-07-14 9:27:26,2021-07-14 9:38:27,2021-07-14 10:30:26,53,0,44,Trip Completed,UberXL,Card,Clear
6223,HSR Layout,Manyata Tech Park,2021-07-14 9:27:27,2021-07-14 9:30:30,2021-07-14 11:04:27,338.13,40,23,Trip Completed,UberXL,Cash,Clear
6224,BTM Layout,Majestic Bus Station,2021-07-14 9:27:58,2021-07-14 9:42:44,2021-07-14 10:51:58,143.75,0,75,Trip Completed,UberGo,Cash,Clear
6225,Church Street,Manyata Tech Park,2021-07-14 9:28:49,2021-07-14 9:30:42,2021-07-14 11:20:49,502.2,25,9,Trip Completed,UberGo,Cash,Rainy
6226,Cubbon Park,MG Road,2021-07-14 9:28:53,2021-07-14 9:42:51,2021-07-14 11:11:53,59.5,0,17,Trip Completed,UberXL,UPI,Clear
6227,UB City,Kempegowda International Airport (KIAL),2021-07-14 9:29:03,2021-07-14 9:36:08,2021-07-14 10:09:03,452.13,40,24,Trip Completed,UberX,Card,Clear
6228,Koramangala Boho Street,MG Road,2021-07-14 9:29:54,2021-07-14 9:37:39,2021-07-14 9:46:54,328.05,0,13,Trip Completed,UberXL,Card,Rainy
6229,Lalbagh Botanical Garden,Cubbon Park,2021-07-14 9:30:05,2021-07-14 9:36:05,2021-07-14 10:33:05,73.13,25,10,Trip Completed,UberX,Cash,Clear
6230,KR Puram Railway Station,ISKCON Temple,2021-07-14 9:31:08,2021-07-14 9:43:02,2021-07-14 11:12:08,326,25,50,Trip Completed,UberX,UPI,Clear
6231,Ejipura,ISKCON Temple,2021-07-14 9:33:28,,,0,0,,Trip Cancelled,UberXL,,Cloudy
6232,Kormangala Police Station,KR Puram Railway Station,2021-07-14 9:33:37,2021-07-14 9:39:21,2021-07-14 10:54:37,749.66,25,27,Trip Completed,UberXL,Card,Rainy
6233,Koramangala Boho Street,Ejipura,2021-07-14 9:34:22,2021-07-14 9:39:49,2021-07-14 10:49:22,53.25,0,25,Trip Completed,UberXL,UPI,Clear
6234,Whitefield,Cubbon Park,2021-07-14 9:35:38,2021-07-14 9:40:37,2021-07-14 9:59:38,283.5,25,4,Trip Completed,UberGo,Cash,Clear
6235,Lalbagh Botanical Garden,Orion Mall,2021-07-14 9:35:42,2021-07-14 9:49:01,2021-07-14 10:36:42,161.88,0,8,Trip Completed,UberX,Cash,Clear
6236,Ejipura,Orion Mall,2021-07-14 9:36:28,2021-07-14 9:38:32,2021-07-14 10:35:28,213.5,25,15,Trip Completed,UberGo,UPI,Clear
6237,KR Puram Railway Station,Phoenix Marketcity,2021-07-14 9:36:37,2021-07-14 9:49:24,2021-07-14 10:18:37,86.75,25,34,Trip Completed,UberGo,Card,Cloudy
6238,Bangalore Palace,Manyata Tech Park,2021-07-14 9:37:03,,,0,0,,No Cars Available,UberXL,,Cloudy
6239,Electronic City,Phoenix Marketcity,2021-07-14 9:37:21,2021-07-14 9:39:15,2021-07-14 10:16:21,369.25,40,24,Trip Completed,UberGo,Cash,Cloudy
6240,Ejipura,Whitefield,2021-07-14 9:38:03,,,0,0,,No Cars Available,UberXL,,Cloudy
6241,Embassy Tech Village,UB City,2021-07-14 9:38:24,2021-07-14 9:46:53,2021-07-14 11:28:24,709.16,25,29,Trip Completed,UberX,Cash,Rainy
6242,Phoenix Marketcity,UB City,2021-07-14 9:38:51,,,0,0,29,Trip Cancelled,UberXL,,Clear
6243,Majestic Bus Station,Ejipura,2021-07-14 9:39:29,2021-07-14 9:42:34,2021-07-14 10:22:29,169.63,25,47,Trip Completed,UberGo,Card,Cloudy
6244,KR Puram Railway Station,Ejipura,2021-07-14 9:39:53,2021-07-14 9:53:58,2021-07-14 11:00:53,196.88,25,2,Trip Completed,UberGo,Card,Clear
6245,BTM Layout,Kormangala Police Station,2021-07-14 9:40:19,2021-07-14 9:47:58,2021-07-14 10:14:19,239.76,25,16,Trip Completed,UberXL,Cash,Rainy
6246,Embassy Tech Village,UB City,2021-07-14 9:40:33,,,0,0,,No Cars Available,UberXL,,Clear
6247,Manyata Tech Park,MG Road,2021-07-14 9:40:49,2021-07-14 9:51:22,2021-07-14 11:26:49,158.75,0,27,Trip Completed,UberGo,Card,Clear
6248,HSR Layout,Whitefield,2021-07-14 9:42:36,2021-07-14 9:47:04,2021-07-14 10:22:36,230.13,25,49,Trip Completed,UberX,Card,Cloudy
6249,Kormangala Police Station,HSR Layout,2021-07-14 9:42:41,,,0,0,,No Cars Available,UberX,,Cloudy
6250,Indiranagar,Bangalore City Railway Station,2021-07-14 9:42:54,2021-07-14 9:50:46,2021-07-14 11:40:54,438.21,25,94,Trip Completed,UberXL,UPI,Rainy
6251,Phoenix Marketcity,Kempegowda International Airport (KIAL),2021-07-14 9:43:35,2021-07-14 9:54:03,2021-07-14 11:17:35,523.13,40,39,Trip Completed,UberX,UPI,Clear
6252,Kempegowda International Airport (KIAL),MG Road,2021-07-14 9:43:37,2021-07-14 9:52:52,2021-07-14 10:42:37,452.25,40,20,Trip Completed,UberGo,UPI,Cloudy
6253,ISKCON Temple,Bangalore Palace,2021-07-14 9:43:53,2021-07-14 9:51:38,2021-07-14 10:46:53,125.13,0,95,Trip Completed,UberXL,Cash,Cloudy
6254,Kempegowda International Airport (KIAL),Brigade Road,2021-07-14 9:45:20,,,0,0,,No Cars Available,UberGo,,Cloudy
6255,Koramangala Boho Street,BTM Layout,2021-07-14 9:46:03,2021-07-14 9:46:48,2021-07-14 10:33:03,202.5,25,35,Trip Completed,UberGo,Card,Rainy
6256,Kormangala Police Station,Church Street,2021-07-14 9:46:09,2021-07-14 9:46:44,2021-07-14 10:53:09,93.63,25,38,Trip Completed,UberX,Cash,Clear
6257,KR Puram Railway Station,Cubbon Park,2021-07-14 9:46:31,2021-07-14 9:49:23,2021-07-14 11:14:31,216.38,25,69,Trip Completed,UberXL,Cash,Cloudy
6258,Orion Mall,Kormangala Police Station,2021-07-14 9:46:31,2021-07-14 9:47:01,2021-07-14 11:22:31,197.13,25,12,Trip Completed,UberXL,UPI,Clear
6259,Lalbagh Botanical Garden,Ejipura,2021-07-14 9:46:31,2021-07-14 9:48:08,2021-07-14 10:20:31,348.3,0,47,Trip Completed,UberX,UPI,Rainy
6260,Orion Mall,Bangalore Palace,2021-07-14 9:47:53,2021-07-14 9:51:32,2021-07-14 11:46:53,94.13,25,40,Trip Completed,UberGo,Cash,Clear
6261,Whitefield,MG Road,2021-07-14 9:48:08,,,0,0,1,Trip Cancelled,UberGo,,Cloudy
6262,Cubbon Park,Lalbagh Botanical Garden,2021-07-14 9:48:17,2021-07-14 9:49:37,2021-07-14 11:04:17,92.88,25,13,Trip Completed,UberGo,Card,Clear
6263,Kempegowda International Airport (KIAL),Whitefield,2021-07-14 9:48:36,2021-07-14 9:54:23,2021-07-14 10:27:36,485.25,40,45,Trip Completed,UberGo,Cash,Clear
6264,Indiranagar,Whitefield,2021-07-14 9:48:56,2021-07-14 9:50:52,2021-07-14 10:15:56,655.29,25,12,Trip Completed,UberXL,Cash,Rainy
6265,ISKCON Temple,Kormangala Police Station,2021-07-14 9:49:16,2021-07-14 9:56:51,2021-07-14 11:48:16,703.08,25,41,Trip Completed,UberXL,Card,Rainy
6266,Lalbagh Botanical Garden,Ejipura,2021-07-14 9:49:25,2021-07-14 10:03:12,2021-07-14 11:08:25,107.5,0,62,Trip Completed,UberX,Card,Clear
6267,Church Street,Bangalore City Railway Station,2021-07-14 9:50:59,2021-07-14 9:51:23,2021-07-14 11:21:59,96.63,25,17,Trip Completed,UberX,Card,Clear
6268,UB City,Embassy Tech Village,2021-07-14 9:51:06,,,0,0,26,Trip Cancelled,UberXL,,Clear
6269,MG Road,Bangalore City Railway Station,2021-07-14 9:51:07,2021-07-14 10:04:37,2021-07-14 11:45:07,291.2,25,49,Trip Completed,UberXL,Cash,Rainy
6270,UB City,Koramangala Boho Street,2021-07-14 9:52:32,2021-07-14 9:54:03,2021-07-14 11:40:32,322.38,25,10,Trip Completed,UberGo,UPI,Rainy
6271,Majestic Bus Station,Electronic City,2021-07-14 9:52:52,2021-07-14 10:03:51,2021-07-14 11:01:52,291.63,25,60,Trip Completed,UberGo,Card,Clear
6272,Lalbagh Botanical Garden,Phoenix Marketcity,2021-07-14 9:53:19,2021-07-14 9:59:34,2021-07-14 10:15:19,630.59,25,26,Trip Completed,UberX,UPI,Rainy
6273,Lalbagh Botanical Garden,HSR Layout,2021-07-14 9:54:17,,,0,0,,No Cars Available,UberXL,,Cloudy
6274,Ejipura,Whitefield,2021-07-14 9:54:33,2021-07-14 10:04:09,2021-07-14 11:35:33,767.88,25,43,Trip Completed,UberX,UPI,Rainy
6275,Electronic City,Bangalore Palace,2021-07-14 9:57:29,2021-07-14 10:06:30,2021-07-14 10:43:29,918.54,40,31,Trip Completed,UberXL,UPI,Rainy
6276,Majestic Bus Station,Embassy Tech Village,2021-07-14 9:59:09,2021-07-14 10:07:33,2021-07-14 11:48:09,885.74,25,49,Trip Completed,UberGo,Card,Rainy
6277,Brigade Road,Orion Mall,2021-07-14 9:59:40,2021-07-14 10:04:16,2021-07-14 11:22:40,145.5,0,5,Trip Completed,UberX,UPI,Cloudy
6278,Manyata Tech Park,Embassy Tech Village,2021-07-14 9:59:45,2021-07-14 10:07:58,2021-07-14 11:21:45,261.5,25,9,Trip Completed,UberX,Cash,Cloudy
6279,MG Road,HSR Layout,2021-07-14 10:00:10,2021-07-14 10:01:53,2021-07-14 11:36:10,144.75,0,78,Trip Completed,UberXL,UPI,Cloudy
6280,Orion Mall,Indiranagar,2021-07-14 10:00:11,2021-07-14 10:13:35,2021-07-14 11:14:11,186.75,25,75,Trip Completed,UberGo,UPI,Clear
6281,Bangalore City Railway Station,Cubbon Park,2021-07-14 10:01:28,2021-07-14 10:09:37,2021-07-14 11:22:28,63.75,25,40,Trip Completed,UberX,Cash,Clear
6282,Phoenix Marketcity,ISKCON Temple,2021-07-14 10:01:39,2021-07-14 10:09:35,2021-07-14 11:38:39,314.38,0,50,Trip Completed,UberGo,Card,Cloudy
6283,UB City,Kempegowda International Airport (KIAL),2021-07-14 10:03:34,,,0,0,73,Trip Cancelled,UberX,,Clear
6284,HSR Layout,Cubbon Park,2021-07-14 10:04:05,2021-07-14 10:11:52,2021-07-14 10:32:05,175.25,0,22,Trip Completed,UberGo,UPI,Clear
6285,Electronic City,Kormangala Police Station,2021-07-14 10:04:38,2021-07-14 10:13:13,2021-07-14 10:57:38,197.25,25,14,Trip Completed,UberXL,Card,Clear
6286,Whitefield,Koramangala Boho Street,2021-07-14 10:06:29,2021-07-14 10:20:38,2021-07-14 11:38:29,257.13,25,30,Trip Completed,UberX,UPI,Cloudy
6287,Bangalore City Railway Station,Koramangala Boho Street,2021-07-14 10:07:11,2021-07-14 10:20:56,2021-07-14 10:32:11,438.21,25,34,Trip Completed,UberX,UPI,Rainy
6288,Kormangala Police Station,Electronic City,2021-07-14 10:07:14,2021-07-14 10:10:48,2021-07-14 11:17:14,194.63,25,8,Trip Completed,UberGo,Cash,Cloudy
6289,Bangalore Palace,Kormangala Police Station,2021-07-14 10:07:56,,,0,0,17,Trip Cancelled,UberGo,,Cloudy
6290,Kempegowda International Airport (KIAL),KR Puram Railway Station,2021-07-14 10:08:30,,,0,0,8,Trip Cancelled,UberX,,Clear
6291,Brigade Road,KR Puram Railway Station,2021-07-14 10:08:31,,,0,0,,No Cars Available,UberXL,,Clear
6292,BTM Layout,Lalbagh Botanical Garden,2021-07-14 10:08:43,2021-07-14 10:08:56,2021-07-14 10:38:43,304.16,25,76,Trip Completed,UberGo,Card,Rainy
6293,ISKCON Temple,Ejipura,2021-07-14 10:08:43,2021-07-14 10:17:22,2021-07-14 10:27:43,788.54,25,1,Trip Completed,UberGo,UPI,Rainy
6294,Lalbagh Botanical Garden,Koramangala Boho Street,2021-07-14 10:09:16,,,0,0,52,Trip Cancelled,UberGo,,Rainy
6295,Majestic Bus Station,ISKCON Temple,2021-07-14 10:09:44,2021-07-14 10:19:52,2021-07-14 10:44:44,321.98,25,45,Trip Completed,UberX,Cash,Rainy
6296,Orion Mall,Koramangala Boho Street,2021-07-14 10:09:46,2021-07-14 10:22:40,2021-07-14 12:04:46,187.5,25,10,Trip Completed,UberX,Cash,Cloudy
6297,Church Street,Majestic Bus Station,2021-07-14 10:12:33,,,0,0,76,Trip Cancelled,UberX,,Rainy
6298,Cubbon Park,Manyata Tech Park,2021-07-14 10:13:11,,,0,0,,No Cars Available,UberX,,Cloudy
6299,MG Road,Phoenix Marketcity,2021-07-14 10:13:25,2021-07-14 10:24:18,2021-07-14 10:40:25,155.75,0,13,Trip Completed,UberXL,Cash,Clear
6300,Phoenix Marketcity,Bangalore City Railway Station,2021-07-14 10:13:30,,,0,0,50,Trip Cancelled,UberXL,,Rainy
6301,Kormangala Police Station,Lalbagh Botanical Garden,2021-07-14 10:14:36,2021-07-14 10:20:42,2021-07-14 11:18:36,87.5,25,49,Trip Completed,UberX,Card,Clear
6302,Ejipura,MG Road,2021-07-14 10:19:58,2021-07-14 10:28:40,2021-07-14 11:33:58,99.75,25,99,Trip Completed,UberXL,Cash,Clear
6303,HSR Layout,MG Road,2021-07-14 10:22:45,,,0,0,94,Trip Cancelled,UberGo,,Cloudy
6304,Electronic City,Orion Mall,2021-07-14 10:23:43,2021-07-14 10:27:15,2021-07-14 11:02:43,1138.46,40,35,Trip Completed,UberGo,Cash,Rainy
6305,Embassy Tech Village,Phoenix Marketcity,2021-07-14 10:25:40,,,0,0,,No Cars Available,UberGo,,Cloudy
6306,BTM Layout,Embassy Tech Village,2021-07-14 10:26:23,2021-07-14 10:35:17,2021-07-14 11:09:23,167.25,0,30,Trip Completed,UberX,Cash,Clear
6307,Manyata Tech Park,KR Puram Railway Station,2021-07-14 10:28:45,2021-07-14 10:41:13,2021-07-14 11:16:45,667.04,25,40,Trip Completed,UberGo,Card,Rainy
6308,Majestic Bus Station,ISKCON Temple,2021-07-14 10:34:17,,,0,0,,No Cars Available,UberXL,,Clear
6309,Kempegowda International Airport (KIAL),Electronic City,2021-07-14 10:35:14,2021-07-14 10:49:17,2021-07-14 12:24:14,667.63,80,1,Trip Completed,UberX,Cash,Clear
6310,Kempegowda International Airport (KIAL),MG Road,2021-07-14 10:41:28,2021-07-14 10:49:19,2021-07-14 10:57:28,1465.29,0,17,Trip Completed,UberXL,UPI,Rainy
6311,HSR Layout,UB City,2021-07-14 10:43:18,2021-07-14 10:50:25,2021-07-14 11:59:18,526.5,25,1,Trip Completed,UberGo,Card,Rainy
6312,UB City,Brigade Road,2021-07-14 10:51:16,2021-07-14 11:04:59,2021-07-14 12:14:16,145.8,0,33,Trip Completed,UberGo,Card,Rainy
6313,Indiranagar,BTM Layout,2021-07-14 10:51:47,2021-07-14 11:00:01,2021-07-14 12:36:47,150.38,0,5,Trip Completed,UberGo,Cash,Cloudy
6314,Indiranagar,Whitefield,2021-07-14 10:55:38,2021-07-14 11:08:55,2021-07-14 11:41:38,202.25,25,40,Trip Completed,UberX,UPI,Cloudy
6315,Lalbagh Botanical Garden,BTM Layout,2021-07-14 10:59:15,,,0,0,11,Trip Cancelled,UberXL,,Clear
6316,Majestic Bus Station,Lalbagh Botanical Garden,2021-07-14 11:00:10,2021-07-14 11:12:06,2021-07-14 12:50:10,302.54,25,13,Trip Completed,UberX,Card,Rainy
6317,ISKCON Temple,Bangalore City Railway Station,2021-07-14 11:00:28,2021-07-14 11:01:19,2021-07-14 11:55:28,109,0,22,Trip Completed,UberX,Card,Clear
6318,Majestic Bus Station,Manyata Tech Park,2021-07-14 11:02:05,2021-07-14 11:07:04,2021-07-14 12:45:05,178.88,0,19,Trip Completed,UberGo,Cash,Clear
6319,Kempegowda International Airport (KIAL),Bangalore Palace,2021-07-14 11:02:20,2021-07-14 11:15:22,2021-07-14 11:25:20,400.13,40,64,Trip Completed,UberX,Cash,Clear
6320,UB City,Bangalore Palace,2021-07-14 11:02:21,2021-07-14 11:11:42,2021-07-14 12:13:21,72.25,25,24,Trip Completed,UberX,UPI,Clear
6321,Koramangala Boho Street,Brigade Road,2021-07-14 11:04:37,,,0,0,82,Trip Cancelled,UberGo,,Clear
6322,Kempegowda International Airport (KIAL),UB City,2021-07-14 11:04:55,,,0,0,26,Trip Cancelled,UberX,,Rainy
6323,KR Puram Railway Station,Bangalore City Railway Station,2021-07-14 11:05:37,,,0,0,,No Cars Available,UberGo,,Cloudy
6324,Kormangala Police Station,Embassy Tech Village,2021-07-14 11:10:13,2021-07-14 11:13:50,2021-07-14 11:52:13,553.23,25,25,Trip Completed,UberGo,UPI,Rainy
6325,Kormangala Police Station,BTM Layout,2021-07-14 11:11:21,,,0,0,51,Trip Cancelled,UberGo,,Rainy
6326,Bangalore City Railway Station,Manyata Tech Park,2021-07-14 11:13:19,2021-07-14 11:23:19,2021-07-14 12:12:19,584.42,25,20,Trip Completed,UberGo,Card,Rainy
6327,KR Puram Railway Station,Lalbagh Botanical Garden,2021-07-14 11:13:24,,,0,0,35,Trip Cancelled,UberX,,Cloudy
6328,Manyata Tech Park,Lalbagh Botanical Garden,2021-07-14 11:16:57,2021-07-14 11:26:52,2021-07-14 12:58:57,223.38,25,15,Trip Completed,UberGo,Card,Cloudy
